initial_board,h0_success,h0_moves,h0_search_count,h1_success,h1_moves,h1_search_count,h2_success,h2_moves,h2_search_count,ids_success,ids_moves,ids_search_count
"(2, 3, 0, 1, 5, 6, 4, 7, 8)",TRUE,6,32,TRUE,6,6,TRUE,6,7,TRUE,6,103
"(1, 2, 0, 4, 8, 3, 7, 6, 5)",TRUE,6,51,TRUE,6,9,TRUE,6,6,TRUE,6,64
"(4, 0, 3, 2, 1, 6, 7, 5, 8)",TRUE,7,84,TRUE,7,12,TRUE,7,13,TRUE,7,150
"(2, 4, 3, 0, 1, 6, 7, 5, 8)",TRUE,7,94,TRUE,7,12,TRUE,7,13,TRUE,7,188
"(1, 6, 2, 0, 4, 3, 7, 5, 8)",TRUE,7,87,TRUE,7,11,TRUE,7,11,TRUE,7,196
"(2, 5, 3, 1, 7, 6, 4, 0, 8)",TRUE,7,72,TRUE,7,9,TRUE,7,13,TRUE,7,133
"(2, 4, 3, 1, 5, 6, 0, 7, 8)",TRUE,8,99,TRUE,8,15,TRUE,8,16,TRUE,8,288
"(4, 1, 2, 7, 5, 3, 8, 6, 0)",TRUE,8,143,TRUE,8,9,TRUE,8,11,TRUE,8,341
"(2, 3, 6, 1, 5, 8, 4, 7, 0)",TRUE,8,149,TRUE,8,9,TRUE,8,10,TRUE,8,222
"(0, 1, 5, 4, 3, 2, 7, 8, 6)",TRUE,8,119,TRUE,8,18,TRUE,8,16,TRUE,8,321
"(0, 1, 3, 4, 2, 8, 7, 6, 5)",TRUE,8,110,TRUE,8,18,TRUE,8,11,TRUE,8,296
"(1, 2, 3, 5, 6, 8, 0, 4, 7)",TRUE,8,150,TRUE,8,18,TRUE,8,8,TRUE,8,357
"(2, 4, 0, 1, 6, 3, 7, 5, 8)",TRUE,8,94,TRUE,8,15,TRUE,8,14,TRUE,8,235
"(1, 2, 3, 5, 0, 8, 4, 6, 7)",TRUE,8,152,TRUE,8,25,TRUE,8,11,TRUE,8,385
"(1, 2, 0, 8, 5, 3, 4, 7, 6)",TRUE,8,135,TRUE,8,15,TRUE,8,12,TRUE,8,276
"(5, 2, 3, 1, 4, 0, 7, 8, 6)",TRUE,9,288,TRUE,9,35,TRUE,9,34,TRUE,9,495
"(4, 1, 6, 0, 3, 2, 7, 5, 8)",TRUE,9,285,TRUE,9,25,TRUE,9,19,TRUE,9,467
"(2, 0, 6, 1, 3, 5, 4, 7, 8)",TRUE,9,267,TRUE,9,23,TRUE,9,18,TRUE,9,555
"(2, 0, 5, 1, 6, 3, 4, 7, 8)",TRUE,9,204,TRUE,9,19,TRUE,9,14,TRUE,9,699
"(4, 1, 3, 2, 8, 0, 7, 6, 5)",TRUE,9,225,TRUE,9,25,TRUE,9,14,TRUE,9,532
"(1, 3, 5, 4, 8, 0, 7, 6, 2)",TRUE,9,213,TRUE,9,35,TRUE,9,13,TRUE,9,549
"(1, 3, 6, 0, 2, 8, 4, 7, 5)",TRUE,9,241,TRUE,9,19,TRUE,9,9,TRUE,9,565
"(1, 3, 5, 4, 8, 0, 7, 6, 2)",TRUE,9,213,TRUE,9,35,TRUE,9,13,TRUE,9,549
"(1, 3, 6, 5, 7, 2, 0, 4, 8)",TRUE,10,360,TRUE,10,31,TRUE,10,21,TRUE,10,1016
"(1, 5, 0, 8, 3, 2, 4, 7, 6)",TRUE,10,278,TRUE,10,32,TRUE,10,19,TRUE,10,876
"(2, 3, 6, 1, 0, 8, 4, 5, 7)",TRUE,10,414,TRUE,10,37,TRUE,10,15,TRUE,10,1131
"(0, 4, 3, 7, 1, 5, 8, 2, 6)",TRUE,10,295,TRUE,10,32,TRUE,10,16,TRUE,10,905
"(1, 2, 3, 6, 7, 8, 4, 5, 0)",TRUE,10,413,TRUE,10,39,TRUE,10,20,TRUE,10,1001
"(0, 1, 2, 7, 4, 3, 8, 6, 5)",TRUE,10,283,TRUE,10,30,TRUE,10,10,TRUE,10,1083
"(0, 5, 2, 1, 7, 3, 8, 4, 6)",TRUE,10,312,TRUE,10,29,TRUE,10,20,TRUE,10,805
"(5, 1, 3, 4, 2, 6, 7, 8, 0)",TRUE,10,331,TRUE,10,51,TRUE,10,50,TRUE,10,1070
"(0, 3, 6, 2, 1, 5, 4, 7, 8)",TRUE,10,289,TRUE,10,27,TRUE,10,22,TRUE,10,864
"(5, 2, 0, 1, 8, 3, 4, 7, 6)",TRUE,10,269,TRUE,10,33,TRUE,10,21,TRUE,10,1065
"(4, 2, 3, 5, 1, 6, 7, 8, 0)",TRUE,10,307,TRUE,10,46,TRUE,10,60,TRUE,10,683
"(4, 3, 5, 2, 1, 6, 7, 8, 0)",TRUE,10,403,TRUE,10,35,TRUE,10,18,TRUE,10,681
"(1, 3, 5, 2, 0, 6, 4, 7, 8)",TRUE,10,458,TRUE,10,34,TRUE,10,21,TRUE,10,1330
"(5, 2, 3, 1, 0, 4, 7, 8, 6)",TRUE,10,348,TRUE,10,59,TRUE,10,50,TRUE,10,1419
"(1, 2, 3, 8, 0, 6, 4, 5, 7)",TRUE,10,488,TRUE,10,61,TRUE,10,32,TRUE,10,1185
"(1, 5, 2, 7, 4, 8, 0, 6, 3)",TRUE,10,278,TRUE,10,35,TRUE,10,18,TRUE,10,876
"(4, 3, 6, 2, 1, 8, 7, 5, 0)",TRUE,10,359,TRUE,10,32,TRUE,10,19,TRUE,10,679
"(2, 7, 3, 1, 0, 5, 8, 4, 6)",TRUE,10,513,TRUE,10,42,TRUE,10,21,TRUE,10,921
"(0, 1, 2, 7, 4, 3, 8, 6, 5)",TRUE,10,283,TRUE,10,30,TRUE,10,10,TRUE,10,1083
"(6, 0, 2, 1, 5, 3, 4, 7, 8)",TRUE,11,591,TRUE,11,61,TRUE,11,31,TRUE,11,1828
"(4, 0, 1, 7, 3, 2, 8, 5, 6)",TRUE,11,553,TRUE,11,51,TRUE,11,23,TRUE,11,2196
"(7, 4, 2, 0, 1, 3, 8, 5, 6)",TRUE,11,727,TRUE,11,53,TRUE,11,36,TRUE,11,1337
"(2, 3, 6, 0, 7, 5, 1, 4, 8)",TRUE,11,763,TRUE,11,51,TRUE,11,28,TRUE,11,1697
"(2, 3, 6, 0, 5, 8, 1, 4, 7)",TRUE,11,495,TRUE,11,33,TRUE,11,18,TRUE,11,1751
"(5, 1, 3, 2, 6, 8, 4, 0, 7)",TRUE,11,607,TRUE,11,55,TRUE,11,18,TRUE,11,2252
"(2, 7, 3, 0, 1, 6, 5, 4, 8)",TRUE,11,527,TRUE,11,61,TRUE,11,31,TRUE,11,1824
"(7, 1, 2, 0, 4, 3, 8, 6, 5)",TRUE,11,667,TRUE,11,47,TRUE,11,23,TRUE,11,1513
"(1, 5, 6, 4, 3, 0, 7, 2, 8)",TRUE,11,608,TRUE,11,74,TRUE,11,38,TRUE,11,1361
"(1, 0, 5, 7, 3, 2, 8, 4, 6)",TRUE,11,600,TRUE,11,60,TRUE,11,36,TRUE,11,1395
"(1, 2, 3, 0, 8, 6, 4, 5, 7)",TRUE,11,733,TRUE,11,74,TRUE,11,48,TRUE,11,2128
"(2, 0, 3, 5, 4, 6, 1, 7, 8)",TRUE,11,584,TRUE,11,62,TRUE,11,46,TRUE,11,1577
"(5, 1, 2, 6, 7, 3, 4, 0, 8)",TRUE,11,755,TRUE,11,42,TRUE,11,23,TRUE,11,1566
"(4, 3, 0, 7, 1, 2, 5, 8, 6)",TRUE,12,785,TRUE,12,83,TRUE,12,63,TRUE,12,3187
"(0, 1, 5, 8, 3, 2, 4, 7, 6)",TRUE,12,1024,TRUE,12,64,TRUE,12,23,TRUE,12,3010
"(6, 5, 2, 1, 0, 3, 4, 7, 8)",TRUE,12,1177,TRUE,12,112,TRUE,12,33,TRUE,12,2721
"(4, 1, 0, 7, 6, 2, 5, 8, 3)",TRUE,12,903,TRUE,12,70,TRUE,12,39,TRUE,12,2185
"(2, 5, 0, 1, 3, 8, 4, 7, 6)",TRUE,12,1033,TRUE,12,74,TRUE,12,48,TRUE,12,3109
"(1, 2, 3, 5, 7, 4, 8, 6, 0)",TRUE,12,941,TRUE,12,102,TRUE,12,46,TRUE,12,3448
"(4, 1, 2, 7, 5, 6, 0, 3, 8)",TRUE,12,899,TRUE,12,86,TRUE,12,44,TRUE,12,2042
"(2, 3, 5, 1, 8, 6, 0, 4, 7)",TRUE,12,831,TRUE,12,70,TRUE,12,51,TRUE,12,3271
"(1, 5, 6, 4, 0, 3, 7, 2, 8)",TRUE,12,1163,TRUE,12,126,TRUE,12,77,TRUE,12,4193
"(3, 6, 0, 2, 1, 5, 4, 7, 8)",TRUE,12,809,TRUE,12,70,TRUE,12,41,TRUE,12,3419
"(5, 3, 2, 1, 0, 6, 4, 7, 8)",TRUE,12,1019,TRUE,12,79,TRUE,12,43,TRUE,12,2772
"(3, 6, 2, 1, 4, 8, 7, 5, 0)",TRUE,12,1027,TRUE,12,66,TRUE,12,46,TRUE,12,2226
"(4, 2, 0, 5, 1, 6, 7, 3, 8)",TRUE,12,992,TRUE,12,94,TRUE,12,55,TRUE,12,2877
"(2, 3, 5, 1, 7, 6, 8, 4, 0)",TRUE,12,1022,TRUE,12,71,TRUE,12,23,TRUE,12,2213
"(2, 4, 0, 7, 1, 3, 5, 8, 6)",TRUE,12,889,TRUE,12,77,TRUE,12,25,TRUE,12,2195
"(3, 6, 0, 2, 1, 4, 7, 5, 8)",TRUE,12,960,TRUE,12,75,TRUE,12,35,TRUE,12,3422
"(0, 1, 3, 4, 6, 8, 2, 7, 5)",TRUE,12,1027,TRUE,12,98,TRUE,12,39,TRUE,12,2226
"(0, 4, 2, 7, 1, 3, 5, 6, 8)",TRUE,12,940,TRUE,12,70,TRUE,12,24,TRUE,12,2752
"(0, 1, 3, 7, 2, 6, 8, 5, 4)",TRUE,12,1006,TRUE,12,91,TRUE,12,50,TRUE,12,2860
"(5, 1, 6, 3, 0, 2, 4, 7, 8)",TRUE,12,1314,TRUE,12,81,TRUE,12,32,TRUE,12,3793
"(2, 3, 0, 1, 5, 6, 7, 8, 4)",TRUE,12,843,TRUE,12,120,TRUE,12,56,TRUE,12,2131
"(2, 6, 0, 1, 8, 3, 4, 7, 5)",TRUE,12,984,TRUE,12,78,TRUE,12,63,TRUE,12,2267
"(2, 3, 5, 0, 8, 6, 1, 4, 7)",TRUE,13,1990,TRUE,13,120,TRUE,13,44,TRUE,13,5323
"(1, 2, 8, 4, 5, 3, 7, 0, 6)",TRUE,13,1883,TRUE,13,175,TRUE,13,79,TRUE,13,6375
"(4, 1, 2, 8, 7, 5, 6, 0, 3)",TRUE,13,1866,TRUE,13,131,TRUE,13,51,TRUE,13,6213
"(4, 5, 1, 2, 8, 0, 7, 6, 3)",TRUE,13,1910,TRUE,13,137,TRUE,13,55,TRUE,13,4927
"(3, 0, 6, 2, 1, 8, 4, 5, 7)",TRUE,13,1555,TRUE,13,126,TRUE,13,44,TRUE,13,6012
"(4, 0, 1, 7, 3, 2, 5, 6, 8)",TRUE,13,1685,TRUE,13,127,TRUE,13,27,TRUE,13,6663
"(7, 4, 2, 0, 1, 5, 8, 6, 3)",TRUE,13,1674,TRUE,13,126,TRUE,13,46,TRUE,13,4515
"(1, 0, 2, 5, 6, 7, 4, 8, 3)",TRUE,13,1683,TRUE,13,153,TRUE,13,41,TRUE,13,5315
"(3, 6, 2, 1, 5, 0, 4, 7, 8)",TRUE,13,1330,TRUE,13,134,TRUE,13,53,TRUE,13,4575
"(2, 4, 3, 7, 1, 8, 6, 0, 5)",TRUE,13,1666,TRUE,13,145,TRUE,13,29,TRUE,13,5809
"(2, 0, 6, 7, 3, 5, 1, 4, 8)",TRUE,13,1871,TRUE,13,139,TRUE,13,65,TRUE,13,4906
"(1, 3, 7, 5, 8, 2, 4, 0, 6)",TRUE,13,1598,TRUE,13,143,TRUE,13,33,TRUE,13,5166
"(7, 1, 2, 8, 5, 3, 4, 0, 6)",TRUE,13,1863,TRUE,13,130,TRUE,13,53,TRUE,13,5523
"(4, 0, 3, 5, 2, 6, 7, 1, 8)",TRUE,13,1418,TRUE,13,172,TRUE,13,100,TRUE,13,4320
"(5, 2, 3, 7, 1, 4, 8, 0, 6)",TRUE,13,1539,TRUE,13,146,TRUE,13,81,TRUE,13,6139
"(3, 5, 6, 1, 2, 0, 4, 7, 8)",TRUE,13,1315,TRUE,13,133,TRUE,13,69,TRUE,13,4595
"(5, 4, 1, 3, 8, 2, 7, 0, 6)",TRUE,13,1526,TRUE,13,132,TRUE,13,33,TRUE,13,4766
"(4, 1, 2, 8, 3, 5, 7, 0, 6)",TRUE,13,1680,TRUE,13,141,TRUE,13,90,TRUE,13,6859
"(2, 3, 5, 7, 1, 6, 4, 0, 8)",TRUE,13,1828,TRUE,13,138,TRUE,13,80,TRUE,13,6016
"(4, 5, 1, 0, 7, 3, 8, 2, 6)",TRUE,13,1636,TRUE,13,137,TRUE,13,63,TRUE,13,5890
"(1, 3, 6, 5, 8, 7, 4, 0, 2)",TRUE,13,1799,TRUE,13,147,TRUE,13,42,TRUE,13,5382
"(1, 3, 5, 0, 2, 6, 8, 4, 7)",TRUE,13,1699,TRUE,13,134,TRUE,13,48,TRUE,13,5296
"(5, 1, 3, 2, 8, 0, 4, 6, 7)",TRUE,13,1900,TRUE,13,147,TRUE,13,34,TRUE,13,6433
"(1, 2, 6, 3, 5, 4, 7, 0, 8)",TRUE,13,1721,TRUE,13,181,TRUE,13,105,TRUE,13,4667
"(4, 1, 2, 8, 7, 0, 5, 6, 3)",TRUE,13,1571,TRUE,13,126,TRUE,13,32,TRUE,13,5047
"(0, 3, 2, 1, 6, 4, 7, 5, 8)",TRUE,14,2826,TRUE,14,228,TRUE,14,108,TRUE,14,9485
"(2, 3, 5, 4, 7, 6, 1, 8, 0)",TRUE,14,2285,TRUE,14,159,TRUE,14,100,TRUE,14,9202
"(5, 3, 6, 2, 0, 7, 1, 4, 8)",TRUE,14,2718,TRUE,14,190,TRUE,14,73,TRUE,14,12953
"(1, 6, 3, 4, 2, 5, 7, 8, 0)",TRUE,14,2044,TRUE,14,284,TRUE,14,138,TRUE,14,8698
"(8, 1, 2, 7, 0, 3, 4, 6, 5)",TRUE,14,3497,TRUE,14,267,TRUE,14,36,TRUE,14,11523
"(2, 6, 3, 1, 0, 8, 7, 5, 4)",TRUE,14,3288,TRUE,14,319,TRUE,14,112,TRUE,14,8304
"(2, 4, 1, 7, 8, 3, 0, 6, 5)",TRUE,14,1914,TRUE,14,201,TRUE,14,56,TRUE,14,6613
"(1, 2, 0, 6, 5, 8, 4, 7, 3)",TRUE,14,2470,TRUE,14,192,TRUE,14,48,TRUE,14,9156
"(7, 3, 0, 2, 1, 4, 5, 8, 6)",TRUE,14,1915,TRUE,14,194,TRUE,14,39,TRUE,14,8931
"(0, 1, 3, 8, 2, 4, 7, 5, 6)",TRUE,14,2403,TRUE,14,253,TRUE,14,89,TRUE,14,9173
"(2, 8, 0, 4, 1, 3, 7, 6, 5)",TRUE,14,2254,TRUE,14,229,TRUE,14,120,TRUE,14,6676
"(4, 8, 0, 2, 5, 3, 1, 7, 6)",TRUE,14,2697,TRUE,14,182,TRUE,14,71,TRUE,14,6842
"(0, 4, 2, 5, 3, 6, 1, 7, 8)",TRUE,14,2515,TRUE,14,183,TRUE,14,105,TRUE,14,6684
"(0, 3, 7, 1, 5, 2, 4, 8, 6)",TRUE,14,2800,TRUE,14,193,TRUE,14,47,TRUE,14,7947
"(5, 2, 0, 7, 1, 3, 4, 8, 6)",TRUE,14,2797,TRUE,14,249,TRUE,14,79,TRUE,14,8947
"(0, 5, 2, 1, 7, 8, 6, 4, 3)",TRUE,14,2537,TRUE,14,178,TRUE,14,41,TRUE,14,7537
"(3, 1, 6, 2, 0, 8, 4, 5, 7)",TRUE,14,2772,TRUE,14,185,TRUE,14,104,TRUE,14,8597
"(1, 5, 2, 7, 0, 4, 3, 8, 6)",TRUE,14,2597,TRUE,14,293,TRUE,14,60,TRUE,14,13850
"(1, 4, 5, 7, 6, 2, 8, 3, 0)",TRUE,14,1875,TRUE,14,191,TRUE,14,49,TRUE,14,8599
"(3, 1, 5, 2, 0, 6, 7, 4, 8)",TRUE,14,3321,TRUE,14,281,TRUE,14,147,TRUE,14,8601
"(1, 8, 3, 4, 5, 6, 2, 7, 0)",TRUE,14,2730,TRUE,14,254,TRUE,14,104,TRUE,14,6857
"(7, 4, 0, 1, 3, 2, 8, 5, 6)",TRUE,14,2494,TRUE,14,155,TRUE,14,78,TRUE,14,7812
"(3, 5, 0, 2, 1, 6, 7, 4, 8)",TRUE,14,2019,TRUE,14,161,TRUE,14,71,TRUE,14,10254
"(0, 3, 6, 2, 1, 7, 5, 4, 8)",TRUE,14,2571,TRUE,14,147,TRUE,14,54,TRUE,14,7975
"(1, 2, 6, 3, 7, 5, 4, 8, 0)",TRUE,14,2468,TRUE,14,235,TRUE,14,158,TRUE,14,8902
"(2, 3, 5, 1, 4, 7, 8, 6, 0)",TRUE,14,2086,TRUE,14,219,TRUE,14,89,TRUE,14,9472
"(3, 5, 2, 1, 8, 6, 4, 7, 0)",TRUE,14,1902,TRUE,14,171,TRUE,14,105,TRUE,14,6630
"(4, 2, 5, 7, 1, 3, 8, 6, 0)",TRUE,14,1945,TRUE,14,237,TRUE,14,95,TRUE,14,6568
"(2, 3, 0, 1, 7, 6, 8, 5, 4)",TRUE,14,2205,TRUE,14,233,TRUE,14,64,TRUE,14,10281
"(1, 8, 3, 2, 0, 6, 4, 7, 5)",TRUE,14,2807,TRUE,14,307,TRUE,14,148,TRUE,14,9522
"(2, 5, 6, 1, 3, 8, 7, 4, 0)",TRUE,14,2251,TRUE,14,233,TRUE,14,101,TRUE,14,6210
"(5, 1, 3, 4, 6, 8, 0, 7, 2)",TRUE,14,1875,TRUE,14,244,TRUE,14,109,TRUE,14,10161
"(3, 6, 0, 2, 1, 8, 7, 4, 5)",TRUE,14,2014,TRUE,14,191,TRUE,14,53,TRUE,14,10253
"(4, 1, 0, 7, 8, 2, 6, 5, 3)",TRUE,14,2186,TRUE,14,154,TRUE,14,24,TRUE,14,6648
"(1, 3, 0, 5, 2, 6, 7, 8, 4)",TRUE,14,2037,TRUE,14,260,TRUE,14,107,TRUE,14,9229
"(3, 6, 0, 1, 2, 8, 5, 4, 7)",TRUE,14,2442,TRUE,14,145,TRUE,14,26,TRUE,14,9918
"(2, 4, 1, 7, 6, 3, 5, 8, 0)",TRUE,14,1891,TRUE,14,152,TRUE,14,75,TRUE,14,9971
"(1, 2, 0, 4, 5, 3, 8, 6, 7)",TRUE,14,2755,TRUE,14,238,TRUE,14,107,TRUE,14,6813
"(3, 8, 0, 1, 2, 5, 4, 7, 6)",TRUE,14,2689,TRUE,14,152,TRUE,14,59,TRUE,14,6874
"(2, 5, 3, 1, 0, 6, 8, 4, 7)",TRUE,14,3301,TRUE,14,292,TRUE,14,107,TRUE,14,8328
"(7, 1, 2, 5, 3, 6, 8, 4, 0)",TRUE,14,2416,TRUE,14,175,TRUE,14,44,TRUE,14,7818
"(3, 5, 6, 1, 2, 8, 4, 7, 0)",TRUE,14,2198,TRUE,14,155,TRUE,14,53,TRUE,14,6648
"(0, 5, 6, 3, 1, 2, 4, 7, 8)",TRUE,14,2683,TRUE,14,163,TRUE,14,53,TRUE,14,6872
"(2, 3, 6, 7, 4, 5, 1, 8, 0)",TRUE,14,2478,TRUE,14,161,TRUE,14,123,TRUE,14,9144
"(0, 1, 8, 4, 6, 2, 7, 5, 3)",TRUE,14,2407,TRUE,14,160,TRUE,14,63,TRUE,14,9779
"(4, 1, 6, 7, 8, 0, 2, 3, 5)",TRUE,15,3606,TRUE,15,292,TRUE,15,77,TRUE,15,18060
"(2, 8, 3, 0, 4, 1, 7, 6, 5)",TRUE,15,4065,TRUE,15,350,TRUE,15,106,TRUE,15,20785
"(7, 1, 2, 6, 3, 8, 5, 0, 4)",TRUE,15,3918,TRUE,15,286,TRUE,15,27,TRUE,15,20667
"(2, 3, 8, 0, 1, 6, 5, 4, 7)",TRUE,15,4967,TRUE,15,298,TRUE,15,87,TRUE,15,20047
"(4, 0, 2, 6, 5, 3, 1, 7, 8)",TRUE,15,4960,TRUE,15,355,TRUE,15,166,TRUE,15,16614
"(2, 3, 6, 0, 8, 7, 1, 4, 5)",TRUE,15,4194,TRUE,15,325,TRUE,15,86,TRUE,15,15725
"(3, 5, 2, 1, 8, 6, 4, 0, 7)",TRUE,15,3977,TRUE,15,330,TRUE,15,148,TRUE,15,19283
"(7, 2, 3, 4, 1, 0, 5, 8, 6)",TRUE,15,3960,TRUE,15,380,TRUE,15,109,TRUE,15,12869
"(7, 2, 3, 5, 1, 0, 8, 4, 6)",TRUE,15,4518,TRUE,15,314,TRUE,15,92,TRUE,15,12700
"(2, 4, 5, 7, 3, 1, 8, 0, 6)",TRUE,15,4094,TRUE,15,310,TRUE,15,116,TRUE,15,16918
"(8, 0, 1, 2, 7, 3, 4, 6, 5)",TRUE,15,4743,TRUE,15,297,TRUE,15,70,TRUE,15,18951
"(1, 5, 4, 7, 3, 2, 8, 0, 6)",TRUE,15,4731,TRUE,15,322,TRUE,15,155,TRUE,15,17151
"(1, 2, 6, 0, 4, 8, 7, 5, 3)",TRUE,15,3905,TRUE,15,436,TRUE,15,156,TRUE,15,18798
"(4, 5, 1, 0, 6, 2, 7, 8, 3)",TRUE,15,4140,TRUE,15,300,TRUE,15,152,TRUE,15,14689
"(4, 0, 5, 6, 1, 2, 7, 3, 8)",TRUE,15,4130,TRUE,15,313,TRUE,15,47,TRUE,15,14315
"(7, 4, 1, 0, 6, 2, 5, 8, 3)",TRUE,15,4034,TRUE,15,279,TRUE,15,71,TRUE,15,13840
"(8, 3, 5, 2, 7, 0, 1, 4, 6)",TRUE,15,4462,TRUE,15,298,TRUE,15,36,TRUE,15,13663
"(1, 0, 3, 8, 7, 5, 2, 4, 6)",TRUE,15,4120,TRUE,15,329,TRUE,15,149,TRUE,15,16765
"(2, 0, 6, 4, 3, 1, 7, 8, 5)",TRUE,15,3826,TRUE,15,404,TRUE,15,224,TRUE,15,16533
"(1, 0, 2, 8, 7, 3, 6, 5, 4)",TRUE,15,3991,TRUE,15,315,TRUE,15,45,TRUE,15,19479
"(6, 3, 8, 2, 1, 0, 4, 7, 5)",TRUE,15,4250,TRUE,15,313,TRUE,15,42,TRUE,15,12788
"(3, 6, 2, 1, 5, 8, 4, 0, 7)",TRUE,15,4122,TRUE,15,324,TRUE,15,90,TRUE,15,19281
"(0, 2, 3, 7, 4, 8, 6, 1, 5)",TRUE,16,5338,TRUE,16,360,TRUE,16,91,TRUE,16,25157
"(5, 3, 0, 1, 2, 6, 4, 8, 7)",TRUE,16,6014,TRUE,16,567,TRUE,16,305,TRUE,16,25751
"(0, 3, 6, 5, 2, 7, 1, 4, 8)",TRUE,16,5119,TRUE,16,391,TRUE,16,140,TRUE,16,23886
"(3, 2, 6, 4, 5, 1, 7, 8, 0)",TRUE,16,6773,TRUE,16,536,TRUE,16,179,TRUE,16,25442
"(0, 2, 5, 7, 3, 1, 8, 6, 4)",TRUE,16,7137,TRUE,16,472,TRUE,16,54,TRUE,16,29193
"(4, 1, 8, 7, 3, 2, 6, 5, 0)",TRUE,16,5621,TRUE,16,350,TRUE,16,59,TRUE,16,29566
"(4, 5, 3, 7, 1, 6, 2, 8, 0)",TRUE,16,5877,TRUE,16,541,TRUE,16,279,TRUE,16,29240
"(3, 6, 0, 2, 7, 4, 5, 1, 8)",TRUE,16,4962,TRUE,16,332,TRUE,16,50,TRUE,16,30651
"(2, 3, 0, 4, 6, 1, 7, 5, 8)",TRUE,16,6292,TRUE,16,548,TRUE,16,311,TRUE,16,31003
"(5, 4, 3, 2, 8, 1, 0, 7, 6)",TRUE,16,5579,TRUE,16,567,TRUE,16,227,TRUE,16,26661
"(5, 6, 0, 1, 2, 3, 4, 7, 8)",TRUE,16,5537,TRUE,16,606,TRUE,16,202,TRUE,16,28321
"(4, 1, 2, 3, 8, 6, 7, 5, 0)",TRUE,16,5238,TRUE,16,562,TRUE,16,193,TRUE,16,27667
"(5, 3, 6, 1, 2, 7, 0, 4, 8)",TRUE,16,4772,TRUE,16,364,TRUE,16,157,TRUE,16,23886
"(4, 5, 1, 7, 3, 6, 0, 8, 2)",TRUE,16,6909,TRUE,16,411,TRUE,16,131,TRUE,16,30338
"(0, 2, 3, 1, 4, 5, 8, 6, 7)",TRUE,16,5112,TRUE,16,573,TRUE,16,197,TRUE,16,24833
"(2, 3, 8, 1, 5, 7, 0, 4, 6)",TRUE,16,6343,TRUE,16,382,TRUE,16,91,TRUE,16,29339
"(2, 8, 3, 1, 7, 6, 5, 4, 0)",TRUE,16,7218,TRUE,16,599,TRUE,16,130,TRUE,16,20627
"(6, 4, 0, 2, 5, 3, 1, 7, 8)",TRUE,16,4907,TRUE,16,483,TRUE,16,121,TRUE,16,29342
"(0, 5, 6, 3, 2, 4, 1, 7, 8)",TRUE,16,7223,TRUE,16,389,TRUE,16,189,TRUE,16,20613
"(5, 3, 0, 2, 4, 1, 7, 8, 6)",TRUE,16,5320,TRUE,16,414,TRUE,16,297,TRUE,16,26661
"(4, 6, 0, 5, 2, 1, 7, 3, 8)",TRUE,16,5574,TRUE,16,396,TRUE,16,168,TRUE,16,21763
"(5, 1, 0, 6, 8, 2, 4, 3, 7)",TRUE,16,6881,TRUE,16,371,TRUE,16,38,TRUE,16,23309
"(2, 5, 3, 1, 8, 6, 0, 7, 4)",TRUE,16,5546,TRUE,16,574,TRUE,16,175,TRUE,16,25068
"(8, 2, 0, 5, 7, 3, 1, 4, 6)",TRUE,16,6455,TRUE,16,376,TRUE,16,109,TRUE,16,29235
"(3, 5, 6, 2, 7, 4, 0, 1, 8)",TRUE,16,6586,TRUE,16,464,TRUE,16,98,TRUE,16,24986
"(1, 7, 0, 5, 6, 3, 4, 8, 2)",TRUE,16,6061,TRUE,16,533,TRUE,16,99,TRUE,16,21329
"(7, 1, 5, 8, 4, 2, 6, 3, 0)",TRUE,16,5918,TRUE,16,369,TRUE,16,29,TRUE,16,29779
"(1, 6, 2, 4, 0, 3, 8, 7, 5)",TRUE,16,8319,TRUE,16,683,TRUE,16,379,TRUE,16,24741
"(4, 1, 2, 8, 5, 6, 7, 3, 0)",TRUE,16,6841,TRUE,16,612,TRUE,16,231,TRUE,16,23291
"(6, 2, 0, 1, 3, 8, 5, 4, 7)",TRUE,16,7271,TRUE,16,374,TRUE,16,40,TRUE,16,29843
"(5, 1, 3, 8, 4, 7, 0, 2, 6)",TRUE,16,5509,TRUE,16,580,TRUE,16,84,TRUE,16,22084
"(3, 1, 0, 2, 8, 6, 4, 5, 7)",TRUE,16,6935,TRUE,16,362,TRUE,16,103,TRUE,16,20987
"(7, 3, 0, 4, 1, 5, 2, 8, 6)",TRUE,16,6616,TRUE,16,395,TRUE,16,154,TRUE,16,27211
"(0, 4, 1, 7, 3, 6, 5, 8, 2)",TRUE,16,5597,TRUE,16,380,TRUE,16,105,TRUE,16,29751
"(1, 3, 8, 7, 2, 4, 0, 5, 6)",TRUE,16,5896,TRUE,16,572,TRUE,16,122,TRUE,16,29359
"(0, 1, 2, 7, 6, 5, 8, 4, 3)",TRUE,16,6844,TRUE,16,515,TRUE,16,124,TRUE,16,25516
"(2, 5, 3, 4, 8, 7, 6, 1, 0)",TRUE,16,6324,TRUE,16,381,TRUE,16,91,TRUE,16,22454
"(2, 1, 0, 4, 3, 5, 7, 8, 6)",TRUE,16,4902,TRUE,16,549,TRUE,16,307,TRUE,16,21402
"(1, 6, 3, 5, 0, 8, 2, 4, 7)",TRUE,16,8243,TRUE,16,634,TRUE,16,175,TRUE,16,25203
"(0, 7, 1, 5, 3, 2, 8, 4, 6)",TRUE,16,5523,TRUE,16,344,TRUE,16,70,TRUE,16,30941
